sample	chrom	co_pos_mid	co_pos_min	co_pos_max	co_pos_range	cross	co_from_parent	co_to_parent
JC9/PG0111-CW/ERR045634	b'Pf3D7_08_v3'	945653	945423	945884	461	7g8_gb4	7g8	gb4
KA6/PG0091-C/ERR027117	b'Pf3D7_08_v3'	967569	966799	968339	1540	7g8_gb4	7g8	gb4
JF6/PG0079-C/ERR027102	b'Pf3D7_08_v3'	979558	978721	980395	1674	7g8_gb4	7g8	gb4
C01/PG0065-C/ERR019064	b'Pf3D7_08_v3'	988331	985406	991256	5850	3d7_hb3	3d7	hb3
XD8/PG0105-C/ERR029144	b'Pf3D7_08_v3'	1008998	1007463	1010533	3070	7g8_gb4	gb4	7g8
7C140/PG0039-C/ERR015454	b'Pf3D7_08_v3'	1030041	1027412	1032671	5259	hb3_dd2	hb3	dd2
7C3/PG0034-C/ERR019047	b'Pf3D7_08_v3'	1055816	1054804	1056829	2025	hb3_dd2	dd2	hb3
GC06/PG0028-C/ERR015456	b'Pf3D7_08_v3'	1055816	1054804	1056829	2025	hb3_dd2	hb3	dd2
C04/PG0061-C/ERR019059	b'Pf3D7_08_v3'	1112213	1111945	1112482	537	3d7_hb3	hb3	3d7
QC13/PG0016-C/ERR012895	b'Pf3D7_08_v3'	1129981	1128488	1131475	2987	hb3_dd2	dd2	hb3
7C3/PG0034-C/ERR019047	b'Pf3D7_08_v3'	1150390	1149782	1150998	1216	hb3_dd2	hb3	dd2
3BD5/PG0024-C/ERR019053	b'Pf3D7_08_v3'	1167119	1166922	1167317	395	hb3_dd2	hb3	dd2
SC05/PG0019-C/ERR019051	b'Pf3D7_08_v3'	1170843	1170224	1171463	1239	hb3_dd2	hb3	dd2
QF5/PG0078-C/ERR029092	b'Pf3D7_08_v3'	1178462	1178340	1178584	244	7g8_gb4	7g8	gb4
NF10/PG0096-C/ERR027108	b'Pf3D7_08_v3'	1200088	1199484	1200692	1208	7g8_gb4	7g8	gb4
C04/PG0061-C/ERR019059	b'Pf3D7_08_v3'	1206552	1206471	1206633	162	3d7_hb3	3d7	hb3
JE11/PG0100-C/ERR029404	b'Pf3D7_08_v3'	1208720	1207822	1209619	1797	7g8_gb4	7g8	gb4
JC3/PG0077-CW/ERR045636	b'Pf3D7_08_v3'	1218714	1207822	1229606	21784	7g8_gb4	gb4	7g8
7C126/PG0047-C/ERR015452	b'Pf3D7_08_v3'	1220708	1219396	1222020	2624	hb3_dd2	hb3	dd2
C11/PG0064-C/ERR019071	b'Pf3D7_08_v3'	1227292	1227006	1227578	572	3d7_hb3	hb3	3d7
JC3/PG0077-CW/ERR045636	b'Pf3D7_08_v3'	1269882	1269432	1270333	901	7g8_gb4	7g8	gb4
7C188/PG0030-C/ERR019046	b'Pf3D7_08_v3'	1283844	1283598	1284090	492	hb3_dd2	hb3	dd2
1BB5/PG0023-C/ERR015449	b'Pf3D7_08_v3'	1342348	1337134	1347563	10429	hb3_dd2	hb3	dd2
C15/PG0057-C/ERR019069	b'Pf3D7_09_v3'	110541	110142	110941	799	3d7_hb3	3d7	hb3
XD8/PG0105-C/ERR029144	b'Pf3D7_09_v3'	124950	123746	126155	2409	7g8_gb4	gb4	7g8
C03/PG0066-C/ERR019072	b'Pf3D7_09_v3'	134631	134283	134979	696	3d7_hb3	3d7	hb3
WC4/PG0082-C/ERR029093	b'Pf3D7_09_v3'	163776	163218	164334	1116	7g8_gb4	gb4	7g8
C12/PG0058-C/ERR019063	b'Pf3D7_09_v3'	166462	165871	167054	1183	3d7_hb3	hb3	3d7
7C101/PG0074-C/ERR019048	b'Pf3D7_09_v3'	173528	172313	174744	2431	hb3_dd2	hb3	dd2
JC3/PG0077-CW/ERR045636	b'Pf3D7_09_v3'	183765	183120	184411	1291	7g8_gb4	7g8	gb4
DAN/PG0098-C/ERR027110	b'Pf3D7_09_v3'	194983	193837	196129	2292	7g8_gb4	7g8	gb4
JB12/PG0099-C/ERR029146	b'Pf3D7_09_v3'	321145	319663	322628	2965	7g8_gb4	7g8	gb4
XG10/PG0109-C/ERR029405	b'Pf3D7_09_v3'	336474	335934	337014	1080	7g8_gb4	gb4	7g8
7C140/PG0039-C/ERR015454	b'Pf3D7_09_v3'	339143	338032	340254	2222	hb3_dd2	dd2	hb3
WC4/PG0082-C/ERR029093	b'Pf3D7_09_v3'	350022	348948	351097	2149	7g8_gb4	7g8	gb4
7C111/PG0038-C/ERR015457	b'Pf3D7_09_v3'	367155	366510	367800	1290	hb3_dd2	dd2	hb3
DEV/PG0081-CW/ERR045633	b'Pf3D7_09_v3'	369321	369204	369438	234	7g8_gb4	gb4	7g8
C01/PG0065-C/ERR019064	b'Pf3D7_09_v3'	369823	369438	370209	771	3d7_hb3	3d7	hb3
7C16/PG0036-C/ERR015455	b'Pf3D7_09_v3'	388446	388065	388828	763	hb3_dd2	dd2	hb3
C06/PG0069-C/ERR019055	b'Pf3D7_09_v3'	389511	387855	391167	3312	3d7_hb3	hb3	3d7
7C421/PG0043-C/ERR015459	b'Pf3D7_09_v3'	441779	441405	442153	748	hb3_dd2	dd2	hb3
C04/PG0061-C/ERR019059	b'Pf3D7_09_v3'	442295	442153	442438	285	3d7_hb3	3d7	hb3
C10/PG0063-C/ERR019060	b'Pf3D7_09_v3'	446969	446883	447055	172	3d7_hb3	3d7	hb3
7C170/PG0041-C/ERR015446	b'Pf3D7_09_v3'	524481	523689	525273	1584	hb3_dd2	dd2	hb3
C13/PG0054-C/ERR019062	b'Pf3D7_09_v3'	561551	561033	562070	1037	3d7_hb3	3d7	hb3
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_09_v3'	568243	567822	568664	842	hb3_dd2	dd2	hb3
C06/PG0069-C/ERR019055	b'Pf3D7_09_v3'	572025	570861	573189	2328	3d7_hb3	3d7	hb3
QF5/PG0078-C/ERR029092	b'Pf3D7_09_v3'	572090	570999	573181	2182	7g8_gb4	gb4	7g8
7C20/PG0037-C/ERR015451	b'Pf3D7_09_v3'	574167	574055	574279	224	hb3_dd2	dd2	hb3
QC23/PG0045-C/ERR012892	b'Pf3D7_09_v3'	584825	582916	586735	3819	hb3_dd2	dd2	hb3
TC05/PG0027-C/ERR015450	b'Pf3D7_09_v3'	584825	582916	586735	3819	hb3_dd2	hb3	dd2
NIC/PG0095-CW/ERR045631	b'Pf3D7_09_v3'	585193	584352	586034	1682	7g8_gb4	7g8	gb4
7C126/PG0047-C/ERR015452	b'Pf3D7_09_v3'	594751	593614	595888	2274	hb3_dd2	dd2	hb3
DEV/PG0081-CW/ERR045633	b'Pf3D7_09_v3'	596207	593413	599001	5588	7g8_gb4	7g8	gb4
7C408/PG0031-C/ERR015458	b'Pf3D7_09_v3'	599456	599322	599591	269	hb3_dd2	dd2	hb3
3BA6/PG0022-Cx/ERR126027	b'Pf3D7_09_v3'	615935	615551	616320	769	hb3_dd2	dd2	hb3
AL2/PG0103-CW/ERR045627	b'Pf3D7_09_v3'	617636	617210	618063	853	7g8_gb4	gb4	7g8
DAN/PG0098-C/ERR027110	b'Pf3D7_09_v3'	669044	667934	670155	2221	7g8_gb4	gb4	7g8
QF5/PG0078-C/ERR029092	b'Pf3D7_09_v3'	671092	670155	672029	1874	7g8_gb4	7g8	gb4
3BD5/PG0024-C/ERR019053	b'Pf3D7_09_v3'	706160	705159	707161	2002	hb3_dd2	dd2	hb3
WC4/PG0082-C/ERR029093	b'Pf3D7_09_v3'	708665	707853	709477	1624	7g8_gb4	gb4	7g8
C13/PG0054-C/ERR019062	b'Pf3D7_09_v3'	710812	708920	712705	3785	3d7_hb3	hb3	3d7
QC34/PG0026-C/ERR015453	b'Pf3D7_09_v3'	730553	728820	732286	3466	hb3_dd2	dd2	hb3
QC01/PG0017-C/ERR019050	b'Pf3D7_09_v3'	739759	738139	741379	3240	hb3_dd2	dd2	hb3
JB12/PG0099-C/ERR029146	b'Pf3D7_09_v3'	758276	757812	758740	928	7g8_gb4	gb4	7g8
SC05/PG0019-C/ERR019051	b'Pf3D7_09_v3'	790332	789199	791466	2267	hb3_dd2	dd2	hb3
C10/PG0063-C/ERR019060	b'Pf3D7_09_v3'	814544	814000	815088	1088	3d7_hb3	hb3	3d7
JB8/PG0087-C/ERR029091	b'Pf3D7_09_v3'	856079	855879	856280	401	7g8_gb4	7g8	gb4
NF10/PG0096-C/ERR027108	b'Pf3D7_09_v3'	856079	855879	856280	401	7g8_gb4	7g8	gb4
C07/PG0070-C/ERR019056	b'Pf3D7_09_v3'	888291	888107	888476	369	3d7_hb3	3d7	hb3
C14/PG0060-C/ERR019058	b'Pf3D7_09_v3'	891925	890989	892861	1872	3d7_hb3	3d7	hb3
DEV/PG0081-CW/ERR045633	b'Pf3D7_09_v3'	904290	902424	906156	3732	7g8_gb4	gb4	7g8
C06/PG0069-C/ERR019055	b'Pf3D7_09_v3'	937134	936974	937294	320	3d7_hb3	hb3	3d7
7C111/PG0038-C/ERR015457	b'Pf3D7_09_v3'	954801	954388	955215	827	hb3_dd2	hb3	dd2
AUD/PG0112-C/ERR029406	b'Pf3D7_09_v3'	955134	954373	955895	1522	7g8_gb4	7g8	gb4
C13/PG0054-C/ERR019062	b'Pf3D7_09_v3'	962756	961861	963651	1790	3d7_hb3	3d7	hb3
GC06/PG0028-C/ERR015456	b'Pf3D7_09_v3'	981219	980075	982363	2288	hb3_dd2	hb3	dd2
C10/PG0063-C/ERR019060	b'Pf3D7_09_v3'	981883	981062	982705	1643	3d7_hb3	3d7	hb3
C07/PG0070-C/ERR019056	b'Pf3D7_09_v3'	988557	988206	988909	703	3d7_hb3	hb3	3d7
NIC/PG0095-CW/ERR045631	b'Pf3D7_09_v3'	1023098	1021265	1024931	3666	7g8_gb4	gb4	7g8
7C46/PG0046-Cx/ERR107476	b'Pf3D7_09_v3'	1026952	1026640	1027264	624	hb3_dd2	dd2	hb3
3BA6/PG0022-Cx/ERR126027	b'Pf3D7_09_v3'	1027863	1027264	1028463	1199	hb3_dd2	hb3	dd2
JB8/PG0087-C/ERR029091	b'Pf3D7_09_v3'	1028060	1026737	1029384	2647	7g8_gb4	gb4	7g8
XB3/PG0093-C/ERR029105	b'Pf3D7_09_v3'	1037386	1036130	1038643	2513	7g8_gb4	7g8	gb4
JE11/PG0100-C/ERR029404	b'Pf3D7_09_v3'	1038973	1038746	1039201	455	7g8_gb4	7g8	gb4
AUD/PG0112-C/ERR029406	b'Pf3D7_09_v3'	1068104	1067916	1068292	376	7g8_gb4	gb4	7g8
7C159/PG0040-Cx/ERR107475	b'Pf3D7_09_v3'	1077833	1077117	1078549	1432	hb3_dd2	dd2	hb3
JON/PG0107-C/ERR029408	b'Pf3D7_09_v3'	1111038	1110875	1111201	326	7g8_gb4	7g8	gb4
7C111/PG0038-C/ERR015457	b'Pf3D7_09_v3'	1139447	1139184	1139710	526	hb3_dd2	dd2	hb3
KH7/PG0088-C/ERR027111	b'Pf3D7_09_v3'	1140162	1139890	1140434	544	7g8_gb4	gb4	7g8
7C421/PG0043-C/ERR015459	b'Pf3D7_09_v3'	1140777	1140534	1141021	487	hb3_dd2	hb3	dd2
XG10/PG0109-C/ERR029405	b'Pf3D7_09_v3'	1154213	1153684	1154742	1058	7g8_gb4	7g8	gb4
TC05/PG0027-C/ERR015450	b'Pf3D7_09_v3'	1154306	1153870	1154742	872	hb3_dd2	dd2	hb3
XF12/PG0102-C/ERR029143	b'Pf3D7_09_v3'	1154787	1154742	1154832	90	7g8_gb4	7g8	gb4
C09/PG0072-C/ERR019057	b'Pf3D7_09_v3'	1164372	1163638	1165106	1468	3d7_hb3	hb3	3d7
7C12/PG0035-Cx/ERR037704	b'Pf3D7_09_v3'	1168446	1167785	1169108	1323	hb3_dd2	dd2	hb3
GC03/PG0021-C/ERR015447	b'Pf3D7_09_v3'	1173879	1173494	1174264	770	hb3_dd2	dd2	hb3
7C408/PG0031-C/ERR015458	b'Pf3D7_09_v3'	1196097	1195613	1196582	969	hb3_dd2	hb3	dd2
C09/PG0072-C/ERR019057	b'Pf3D7_09_v3'	1197119	1196125	1198114	1989	3d7_hb3	3d7	hb3
JB8/PG0087-C/ERR029091	b'Pf3D7_09_v3'	1214480	1214031	1214930	899	7g8_gb4	7g8	gb4
7C7/PG0048-C/ERR019049	b'Pf3D7_09_v3'	1215452	1214200	1216704	2504	hb3_dd2	dd2	hb3
KH7/PG0088-C/ERR027111	b'Pf3D7_09_v3'	1273497	1273002	1273993	991	7g8_gb4	7g8	gb4
7C126/PG0047-C/ERR015452	b'Pf3D7_09_v3'	1273776	1273559	1273993	434	hb3_dd2	hb3	dd2
WC4/PG0082-C/ERR029093	b'Pf3D7_09_v3'	1276309	1276089	1276529	440	7g8_gb4	7g8	gb4
C05/PG0068-C/ERR019065	b'Pf3D7_09_v3'	1315378	1315130	1315626	496	3d7_hb3	hb3	3d7
NIC/PG0095-CW/ERR045631	b'Pf3D7_09_v3'	1318923	1317731	1320116	2385	7g8_gb4	7g8	gb4
KH7/PG0088-C/ERR027111	b'Pf3D7_09_v3'	1332155	1331019	1333291	2272	7g8_gb4	gb4	7g8
1BB5/PG0023-C/ERR015449	b'Pf3D7_09_v3'	1346680	1346662	1346698	36	hb3_dd2	dd2	hb3
7C140/PG0039-C/ERR015454	b'Pf3D7_09_v3'	1365375	1364880	1365871	991	hb3_dd2	hb3	dd2
7C126/PG0047-C/ERR015452	b'Pf3D7_09_v3'	1367917	1367707	1368128	421	hb3_dd2	dd2	hb3
CH3_116/PG0032-Cx/ERR037703	b'Pf3D7_09_v3'	1426004	1424336	1427673	3337	hb3_dd2	dd2	hb3
XF12/PG0102-C/ERR029143	b'Pf3D7_10_v3'	136473	135636	137310	1674	7g8_gb4	7g8	gb4
JC3/PG0077-CW/ERR045636	b'Pf3D7_10_v3'	146453	145214	147693	2479	7g8_gb4	gb4	7g8
7C111/PG0038-C/ERR015457	b'Pf3D7_10_v3'	148371	146719	150023	3304	hb3_dd2	dd2	hb3
7C408/PG0031-C/ERR015458	b'Pf3D7_10_v3'	170448	169791	171105	1314	hb3_dd2	hb3	dd2
QC34/PG0026-C/ERR015453	b'Pf3D7_10_v3'	174168	172657	175679	3022	hb3_dd2	dd2	hb3
3BD5/PG0024-C/ERR019053	b'Pf3D7_10_v3'	227797	225428	230167	4739	hb3_dd2	hb3	dd2
7C101/PG0074-C/ERR019048	b'Pf3D7_10_v3'	239015	237397	240634	3237	hb3_dd2	dd2	hb3
JB8/PG0087-C/ERR029091	b'Pf3D7_10_v3'	245651	245391	245912	521	7g8_gb4	gb4	7g8
GC03/PG0021-C/ERR015447	b'Pf3D7_10_v3'	248020	247362	248679	1317	hb3_dd2	dd2	hb3
JC9/PG0111-CW/ERR045634	b'Pf3D7_10_v3'	248052	247396	248709	1313	7g8_gb4	gb4	7g8
C07/PG0070-C/ERR019056	b'Pf3D7_10_v3'	278886	278595	279178	583	3d7_hb3	3d7	hb3
DEV/PG0081-CW/ERR045633	b'Pf3D7_10_v3'	283178	282955	283401	446	7g8_gb4	7g8	gb4
WF12/PG0097-C/ERR027109	b'Pf3D7_10_v3'	299176	298710	299642	932	7g8_gb4	7g8	gb4
C15/PG0057-C/ERR019069	b'Pf3D7_10_v3'	308171	308011	308331	320	3d7_hb3	hb3	3d7
C11/PG0064-C/ERR019071	b'Pf3D7_10_v3'	313386	312595	314178	1583	3d7_hb3	3d7	hb3
7C170/PG0041-C/ERR015446	b'Pf3D7_10_v3'	354248	352887	355610	2723	hb3_dd2	hb3	dd2
C03/PG0066-C/ERR019072	b'Pf3D7_10_v3'	359882	359810	359954	144	3d7_hb3	3d7	hb3
KH7/PG0088-C/ERR027111	b'Pf3D7_10_v3'	379121	377874	380368	2494	7g8_gb4	7g8	gb4
JB8/PG0087-C/ERR029091	b'Pf3D7_10_v3'	388688	388598	388779	181	7g8_gb4	7g8	gb4
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_10_v3'	390344	389231	391457	2226	hb3_dd2	hb3	dd2
7C408/PG0031-C/ERR015458	b'Pf3D7_10_v3'	397245	396467	398024	1557	hb3_dd2	dd2	hb3
D43/PG0029-Cx/ERR107474	b'Pf3D7_10_v3'	399962	396467	403458	6991	hb3_dd2	dd2	hb3
CH3_116/PG0032-Cx/ERR037703	b'Pf3D7_10_v3'	422969	422817	423122	305	hb3_dd2	hb3	dd2
JB12/PG0099-C/ERR029146	b'Pf3D7_10_v3'	433789	432810	434769	1959	7g8_gb4	gb4	7g8
QF5/PG0078-C/ERR029092	b'Pf3D7_10_v3'	433789	432810	434769	1959	7g8_gb4	gb4	7g8
DAN/PG0098-C/ERR027110	b'Pf3D7_10_v3'	440771	438175	443367	5192	7g8_gb4	7g8	gb4
C11/PG0064-C/ERR019071	b'Pf3D7_10_v3'	457527	456816	458238	1422	3d7_hb3	hb3	3d7
DEV/PG0081-CW/ERR045633	b'Pf3D7_10_v3'	458224	457185	459263	2078	7g8_gb4	gb4	7g8
AUD/PG0112-C/ERR029406	b'Pf3D7_10_v3'	475855	474445	477265	2820	7g8_gb4	7g8	gb4
TC05/PG0027-C/ERR015450	b'Pf3D7_10_v3'	492748	492098	493398	1300	hb3_dd2	dd2	hb3
AL2/PG0103-CW/ERR045627	b'Pf3D7_10_v3'	501391	500840	501942	1102	7g8_gb4	7g8	gb4
QC13/PG0016-C/ERR012895	b'Pf3D7_10_v3'	504507	502556	506459	3903	hb3_dd2	dd2	hb3
B4R3/PG0018-C/ERR019042	b'Pf3D7_10_v3'	541252	540650	541855	1205	hb3_dd2	hb3	dd2
7C7/PG0048-C/ERR019049	b'Pf3D7_10_v3'	593248	593002	593495	493	hb3_dd2	hb3	dd2
QC13/PG0016-C/ERR012895	b'Pf3D7_10_v3'	603061	602759	603363	604	hb3_dd2	hb3	dd2
C06/PG0069-C/ERR019055	b'Pf3D7_10_v3'	611958	611411	612506	1095	3d7_hb3	3d7	hb3
JB8/PG0087-C/ERR029091	b'Pf3D7_10_v3'	622174	620975	623373	2398	7g8_gb4	gb4	7g8
C02/PG0067-C/ERR019073	b'Pf3D7_10_v3'	677600	677097	678104	1007	3d7_hb3	3d7	hb3
QC34/PG0026-C/ERR015453	b'Pf3D7_10_v3'	683284	682983	683586	603	hb3_dd2	hb3	dd2
C11/PG0064-C/ERR019071	b'Pf3D7_10_v3'	687382	685511	689253	3742	3d7_hb3	3d7	hb3
7C7/PG0048-C/ERR019049	b'Pf3D7_10_v3'	695660	694899	696421	1522	hb3_dd2	dd2	hb3
KB8/PG0104-C/ERR029148	b'Pf3D7_10_v3'	717759	717223	718295	1072	7g8_gb4	7g8	gb4
NF10/PG0096-C/ERR027108	b'Pf3D7_10_v3'	722254	721862	722646	784	7g8_gb4	7g8	gb4
C03/PG0066-C/ERR019072	b'Pf3D7_10_v3'	747307	746974	747640	666	3d7_hb3	hb3	3d7
QC13/PG0016-C/ERR012895	b'Pf3D7_10_v3'	752997	751094	754901	3807	hb3_dd2	dd2	hb3
TF1/PG0080-C/ERR027103	b'Pf3D7_10_v3'	753835	752712	754959	2247	7g8_gb4	7g8	gb4
TC05/PG0027-C/ERR015450	b'Pf3D7_10_v3'	755834	754901	756768	1867	hb3_dd2	hb3	dd2
XF12/PG0102-C/ERR029143	b'Pf3D7_10_v3'	760105	759594	760617	1023	7g8_gb4	gb4	7g8
C12/PG0058-C/ERR019063	b'Pf3D7_10_v3'	761440	759484	763396	3912	3d7_hb3	3d7	hb3
7C126/PG0047-C/ERR015452	b'Pf3D7_10_v3'	767199	765709	768689	2980	hb3_dd2	dd2	hb3
C02/PG0067-C/ERR019073	b'Pf3D7_10_v3'	796819	796144	797495	1351	3d7_hb3	hb3	3d7
NIC/PG0095-CW/ERR045631	b'Pf3D7_10_v3'	828573	828418	828729	311	7g8_gb4	gb4	7g8
QC23/PG0045-C/ERR012892	b'Pf3D7_10_v3'	829067	828418	829716	1298	hb3_dd2	dd2	hb3
AUD/PG0112-C/ERR029406	b'Pf3D7_10_v3'	848307	847914	848701	787	7g8_gb4	gb4	7g8
WE2/PG0085-C/ERR027101	b'Pf3D7_10_v3'	981454	981288	981621	333	7g8_gb4	gb4	7g8
XE7/PG0106-C/ERR029407	b'Pf3D7_10_v3'	1012704	1011901	1013507	1606	7g8_gb4	7g8	gb4
XB3/PG0093-C/ERR029105	b'Pf3D7_10_v3'	1016894	1016632	1017157	525	7g8_gb4	7g8	gb4
TC05/PG0027-C/ERR015450	b'Pf3D7_10_v3'	1046427	1046003	1046851	848	hb3_dd2	dd2	hb3
JB12/PG0099-C/ERR029146	b'Pf3D7_10_v3'	1048662	1047779	1049545	1766	7g8_gb4	7g8	gb4
7C421/PG0043-C/ERR015459	b'Pf3D7_10_v3'	1076445	1076227	1076664	437	hb3_dd2	hb3	dd2
1BB5/PG0023-C/ERR015449	b'Pf3D7_10_v3'	1082850	1080998	1084702	3704	hb3_dd2	hb3	dd2
XF12/PG0102-C/ERR029143	b'Pf3D7_10_v3'	1101948	1101469	1102428	959	7g8_gb4	7g8	gb4
GC03/PG0021-C/ERR015447	b'Pf3D7_10_v3'	1116054	1114657	1117451	2794	hb3_dd2	hb3	dd2
C15/PG0057-C/ERR019069	b'Pf3D7_10_v3'	1128611	1128475	1128748	273	3d7_hb3	3d7	hb3
C09/PG0072-C/ERR019057	b'Pf3D7_10_v3'	1129651	1128748	1130555	1807	3d7_hb3	3d7	hb3
JF6/PG0079-C/ERR027102	b'Pf3D7_10_v3'	1172516	1172384	1172648	264	7g8_gb4	gb4	7g8
C05/PG0068-C/ERR019065	b'Pf3D7_10_v3'	1192037	1189643	1194431	4788	3d7_hb3	3d7	hb3
TC05/PG0027-C/ERR015450	b'Pf3D7_10_v3'	1197643	1196748	1198538	1790	hb3_dd2	hb3	dd2
D43/PG0029-Cx/ERR107474	b'Pf3D7_10_v3'	1208444	1205851	1211038	5187	hb3_dd2	hb3	dd2
C02/PG0067-C/ERR019073	b'Pf3D7_10_v3'	1219156	1217317	1220995	3678	3d7_hb3	3d7	hb3
B4R3/PG0018-C/ERR019042	b'Pf3D7_10_v3'	1219621	1217317	1221925	4608	hb3_dd2	dd2	hb3
TF1/PG0080-C/ERR027103	b'Pf3D7_10_v3'	1220889	1219853	1221925	2072	7g8_gb4	gb4	7g8
TC05/PG0027-C/ERR015450	b'Pf3D7_10_v3'	1256563	1256454	1256672	218	hb3_dd2	dd2	hb3
7C159/PG0040-Cx/ERR107475	b'Pf3D7_10_v3'	1260148	1258730	1261567	2837	hb3_dd2	hb3	dd2
JC9/PG0111-CW/ERR045634	b'Pf3D7_10_v3'	1265698	1264135	1267261	3126	7g8_gb4	7g8	gb4
KB8/PG0104-C/ERR029148	b'Pf3D7_10_v3'	1289198	1288307	1290089	1782	7g8_gb4	gb4	7g8
WE2/PG0085-C/ERR027101	b'Pf3D7_10_v3'	1313130	1311831	1314429	2598	7g8_gb4	7g8	gb4
7C140/PG0039-C/ERR015454	b'Pf3D7_10_v3'	1326997	1326522	1327473	951	hb3_dd2	dd2	hb3
7C46/PG0046-Cx/ERR107476	b'Pf3D7_10_v3'	1328205	1327695	1328716	1021	hb3_dd2	hb3	dd2
NF10/PG0096-C/ERR027108	b'Pf3D7_10_v3'	1330680	1330429	1330932	503	7g8_gb4	gb4	7g8
7C20/PG0037-C/ERR015451	b'Pf3D7_10_v3'	1339518	1339369	1339667	298	hb3_dd2	dd2	hb3
JC9/PG0111-CW/ERR045634	b'Pf3D7_10_v3'	1347644	1346967	1348321	1354	7g8_gb4	gb4	7g8
3BD5/PG0024-C/ERR019053	b'Pf3D7_10_v3'	1351887	1341344	1362430	21086	hb3_dd2	dd2	hb3
C05/PG0068-C/ERR019065	b'Pf3D7_10_v3'	1352893	1352424	1353363	939	3d7_hb3	hb3	3d7
7C126/PG0047-C/ERR015452	b'Pf3D7_10_v3'	1427859	1425210	1430508	5298	hb3_dd2	hb3	dd2
C01/PG0065-C/ERR019064	b'Pf3D7_10_v3'	1476091	1475636	1476547	911	3d7_hb3	hb3	3d7
SC05/PG0019-C/ERR019051	b'Pf3D7_10_v3'	1483240	1481047	1485434	4387	hb3_dd2	dd2	hb3
DAN/PG0098-C/ERR027110	b'Pf3D7_10_v3'	1508864	1508147	1509581	1434	7g8_gb4	gb4	7g8
JC3/PG0077-CW/ERR045636	b'Pf3D7_10_v3'	1508864	1508147	1509581	1434	7g8_gb4	7g8	gb4
XD8/PG0105-C/ERR029144	b'Pf3D7_11_v3'	126732	126515	126949	434	7g8_gb4	gb4	7g8
XE7/PG0106-C/ERR029407	b'Pf3D7_11_v3'	179083	177921	180246	2325	7g8_gb4	7g8	gb4
QC01/PG0017-C/ERR019050	b'Pf3D7_11_v3'	180752	180246	181259	1013	hb3_dd2	dd2	hb3
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_11_v3'	191020	190138	191902	1764	hb3_dd2	hb3	dd2
SC05/PG0019-C/ERR019051	b'Pf3D7_11_v3'	191020	190138	191902	1764	hb3_dd2	hb3	dd2
7C3/PG0034-C/ERR019047	b'Pf3D7_11_v3'	216891	216147	217635	1488	hb3_dd2	hb3	dd2
QF5/PG0078-C/ERR029092	b'Pf3D7_11_v3'	218924	218599	219249	650	7g8_gb4	7g8	gb4
TC05/PG0027-C/ERR015450	b'Pf3D7_11_v3'	242314	242019	242610	591	hb3_dd2	dd2	hb3
XB3/PG0093-C/ERR029105	b'Pf3D7_11_v3'	255270	252507	258033	5526	7g8_gb4	7g8	gb4
KB8/PG0104-C/ERR029148	b'Pf3D7_11_v3'	256222	255265	257180	1915	7g8_gb4	gb4	7g8
WF12/PG0097-C/ERR027109	b'Pf3D7_11_v3'	256222	255265	257180	1915	7g8_gb4	7g8	gb4
7C12/PG0035-Cx/ERR037704	b'Pf3D7_11_v3'	256428	255830	257027	1197	hb3_dd2	dd2	hb3
7C3/PG0034-C/ERR019047	b'Pf3D7_11_v3'	256428	255830	257027	1197	hb3_dd2	dd2	hb3
C08/PG0071-C/ERR019074	b'Pf3D7_11_v3'	281169	279872	282466	2594	3d7_hb3	3d7	hb3
GC03/PG0021-C/ERR015447	b'Pf3D7_11_v3'	281169	279872	282466	2594	hb3_dd2	dd2	hb3
QC13/PG0016-C/ERR012895	b'Pf3D7_11_v3'	286058	285645	286472	827	hb3_dd2	dd2	hb3
C02/PG0067-C/ERR019073	b'Pf3D7_11_v3'	302998	300965	305031	4066	3d7_hb3	3d7	hb3
QC13/PG0016-C/ERR012895	b'Pf3D7_11_v3'	305339	304855	305823	968	hb3_dd2	hb3	dd2
C04/PG0061-C/ERR019059	b'Pf3D7_11_v3'	326462	326098	326826	728	3d7_hb3	3d7	hb3
1BB5/PG0023-C/ERR015449	b'Pf3D7_11_v3'	327783	327089	328477	1388	hb3_dd2	hb3	dd2
C14/PG0060-C/ERR019058	b'Pf3D7_11_v3'	332756	332514	332999	485	3d7_hb3	hb3	3d7
TF1/PG0080-C/ERR027103	b'Pf3D7_11_v3'	333660	333247	334074	827	7g8_gb4	7g8	gb4
7C3/PG0034-C/ERR019047	b'Pf3D7_11_v3'	346173	344588	347759	3171	hb3_dd2	hb3	dd2
7C183/PG0042-C/ERR015448	b'Pf3D7_11_v3'	413435	413176	413694	518	hb3_dd2	dd2	hb3
JC9/PG0111-CW/ERR045634	b'Pf3D7_11_v3'	445748	445149	446347	1198	7g8_gb4	7g8	gb4
TC05/PG0027-C/ERR015450	b'Pf3D7_11_v3'	481281	480817	481745	928	hb3_dd2	hb3	dd2
C07/PG0070-C/ERR019056	b'Pf3D7_11_v3'	482066	481615	482517	902	3d7_hb3	hb3	3d7
KA6/PG0091-C/ERR027117	b'Pf3D7_11_v3'	484348	483123	485574	2451	7g8_gb4	7g8	gb4
7C7/PG0048-C/ERR019049	b'Pf3D7_11_v3'	487814	485628	490000	4372	hb3_dd2	dd2	hb3
